Date,Open,High,Low,Close,Volume,Close_Scaled,Prediction
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832,0.36474186476303627,0.3493905098603104
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330,0.36115394684710383,0.3552843442122918
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139,0.3599251552203862,0.3409728609763933
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019,0.3724786523567968,0.34328664647523444
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027,0.37453160340523073,0.3472196790021928
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887,0.39135968786550546,0.349633482787237
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333,0.3890502740682155,0.36888989132699374
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272,0.387594559904552,0.36360637773799664
2023-05-01,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976,0.38730018825795937,0.3628934156678786
2023-05-02,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527,0.36907509534056554,0.3551853563985972
2023-05-03,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518,0.3785610319513927,0.3488884199371574
2023-05-04,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514,0.3841697689093579,0.35572754107026244
2023-05-05,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518,0.38129475061066426,0.3528944598800205
2023-05-06,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714,0.3922845213286575,0.35366166227581286
2023-05-07,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486,0.38209642699583163,0.33142244176768626
2023-05-08,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752,0.37488321311570416,0.35546096095495944
2023-05-09,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256,0.3628061065426136,0.34126373526174497
2023-05-10,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026,0.3621596880153924,0.34379413857244706
2023-05-11,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943,0.3616232802350626,0.34340783628752103
2023-05-12,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897,0.35149613991243606,0.33337172103647794
2023-05-13,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605,0.3486200286883546,0.3346548154417492
2023-05-14,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959,0.3483195366595903,0.3341536935382254
2023-05-15,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792,0.350596381280324,0.3344305471521737
2023-05-16,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816,0.3544355471296906,0.3216628366397553
2023-05-17,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925,0.35226050070222015,0.3289151147958865
2023-05-18,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600,0.3581149585138013,0.3409603704005328
2023-05-19,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301,0.3489235496817651,0.3438666151388777
2023-05-20,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360,0.3499162069718397,0.3410684763346055
2023-05-21,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921,0.35358675004708945,0.349161932322063
2023-05-22,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492,0.34769469560216815,0.3726585478756278
2023-05-23,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143,0.3493905098603104,0.3995922264151697
2023-05-24,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428,0.3552843442122918,0.3980005835597042
2023-05-25,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697,0.3409728609763933,0.41098847169810376
2023-05-26,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225,0.34328664647523444,0.40837303879223125
2023-05-27,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141,0.3472196790021928,0.4073397871306099
2023-05-28,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578,0.349633482787237,0.4040430245379861
2023-05-29,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984,0.36888989132699374,0.410793774846878
2023-05-30,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851,0.36360637773799664,0.4010351689650159
2023-05-31,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534,0.3628934156678786,0.40671354088340345
2023-06-01,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415,0.3551853563985972,0.40720107928567895
2023-06-02,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000,0.3488884199371574,0.40904643696331117
2023-06-03,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470,0.35572754107026244,0.4096419251674611
2023-06-04,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318,0.3528944598800205,0.4181530972381338
2023-06-05,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646,0.35366166227581286,0.4121074087101282
2023-06-06,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693,0.33142244176768626,0.40776549718237587
2023-06-07,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082,0.35546096095495944,0.3981862871963104
2023-06-08,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295,0.34126373526174497,0.40520377375270356
2023-06-09,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640,0.34379413857244706,0.4043194722082189
2023-06-10,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189,0.34340783628752103,0.402413909954939
2023-06-11,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603,0.33337172103647794,0.4063342957738386
2023-06-12,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997,0.3346548154417492,0.4096056400445863
2023-06-13,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486,0.3341536935382254,0.4058523469042607
2023-06-14,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766,0.3344305471521737,0.42323495047986287
2023-06-15,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409,0.3216628366397553,0.4049617376189665
2023-06-16,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965,0.3289151147958865,0.4044131827536124
2023-06-17,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850,0.3409603704005328,0.4036482286614749
2023-06-18,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129,0.3438666151388777,0.4020085595418257
2023-06-19,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222,0.3410684763346055,0.3974516227506346
2023-06-20,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147,0.349161932322063,0.39830223096673556
2023-06-21,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979,0.3726585478756278,0.39654134080836007
2023-06-22,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491,0.3995922264151697,0.39819746626170555
2023-06-23,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085,0.3980005835597042,0.3963015217518382
2023-06-24,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496,0.41098847169810376,0.40096281730434385
2023-06-25,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114,0.40837303879223125,0.3865306438791931
2023-06-26,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997,0.4073397871306099,0.38727870446747925
2023-06-27,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944,0.4040430245379861,0.38932578494525877
2023-06-28,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779,0.410793774846878,0.38706133722106667
2023-06-29,30445.3515625,30796.25,30057.203125,30086.1875,13180860821,0.4010351689650159,0.38877654309823234
2023-06-30,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197,0.40671354088340345,0.3893784639489505
2023-07-01,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733,0.40720107928567895,0.388118945505616
2023-07-02,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042,0.40904643696331117,0.3873604552864863
2023-07-03,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873,0.4096419251674611,0.39492712123702667
2023-07-04,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427,0.4181530972381338,0.3862563196068566
2023-07-05,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280,0.4121074087101282,0.38645729297245224
2023-07-06,29909.337890625,31460.052734375,29892.2265625,30507.150390625,21129219509,0.40776549718237587,0.384874580878727
2023-07-07,30342.265625,30434.64453125,29777.28515625,29907.998046875,13384770155,0.3981862871963104,0.3843679631218246
2023-07-08,30292.541015625,30374.4375,30080.16015625,30346.921875,7509378699,0.40520377375270356,0.38428502569811074
2023-07-09,30171.234375,30427.58984375,30085.591796875,30291.611328125,7903327692,0.4043194722082189,0.38654741247728586
2023-07-10,30414.470703125,31026.083984375,29985.39453125,30172.423828125,14828209155,0.402413909954939,0.39592714796685896
2023-07-11,30620.951171875,30788.314453125,30358.09765625,30417.6328125,12151839152,0.4063342957738386,0.3926860308896937
2023-07-12,30391.646484375,30959.96484375,30228.8359375,30622.24609375,14805659717,0.4096056400445863,0.39046258348076374
2023-07-13,31476.048828125,31814.515625,30268.3515625,30387.48828125,23686079548,0.4058523469042607,0.3900610426932879
2023-07-14,30334.068359375,31582.25390625,29966.38671875,31474.720703125,20917902660,0.42323495047986287,0.3903297462064872
2023-07-15,30295.806640625,30407.78125,30263.462890625,30331.783203125,8011667756,0.4049617376189665,0.3881980733036923
2023-07-16,30249.1328125,30437.560546875,30089.669921875,30297.47265625,8516564470,0.4044131827536124,0.3901931305330128
2023-07-17,30145.888671875,30336.400390625,29685.783203125,30249.626953125,13240156074,0.4036482286614749,0.3863724195094801
2023-07-18,29856.5625,30233.65625,29556.427734375,30147.0703125,13138897269,0.4020085595418257,0.37886973653378525
2023-07-19,29913.923828125,30184.181640625,29794.26953125,29862.046875,12128602812,0.3974516227506346,0.3458750372843689
2023-07-20,29792.015625,30195.53125,29638.095703125,29915.25,14655207121,0.39830223096673556,0.3364701957373162
2023-07-21,29908.744140625,30045.998046875,29733.8515625,29805.111328125,10972789818,0.39654134080836007,0.3372540730518823
2023-07-22,29771.802734375,29991.615234375,29664.12109375,29908.697265625,7873300598,0.39819746626170555,0.3387222465649667
2023-07-23,30084.5390625,30330.640625,29741.52734375,29790.111328125,9220145050,0.3963015217518382,0.3377958517798321
2023-07-24,29176.916015625,30093.39453125,28934.294921875,30081.662109375,15395817395,0.40096281730434385,0.3363525657391498
2023-07-25,29227.390625,29353.16015625,29062.43359375,29178.970703125,10266772793,0.3865306438791931,0.34260456735393147
2023-07-26,29354.97265625,29675.552734375,29113.912109375,29225.759765625,13497554655,0.38727870446747925,0.3383223607787924
2023-07-27,29210.689453125,29560.966796875,29099.3515625,29353.798828125,10770779217,0.38932578494525877,0.33646064044678287
2023-07-28,29319.24609375,29521.513671875,29125.845703125,29212.1640625,11218474952,0.38706133722106667,0.33583723580558467
2023-07-29,29356.91796875,29396.84375,29264.166015625,29319.4453125,6481775959,0.38877654309823234,0.33713822296077606
2023-07-30,29275.30859375,29443.169921875,29059.501953125,29357.09375,8678454527,0.3893784639489505,0.33734400519807806
2023-07-31,29230.111328125,29489.873046875,29131.578125,29278.314453125,11656781982,0.388118945505616,0.36330198240427597
2023-08-01,29675.732421875,29675.732421875,28657.0234375,29230.873046875,18272392391,0.3873604552864863,0.35652063018452573
2023-08-02,29151.958984375,29987.998046875,28946.509765625,29704.146484375,19212655598,0.39492712123702667,0.33465059987239626
2023-08-03,29178.6796875,29375.70703125,28959.48828125,29161.8125,12780357746,0.3862563196068566,0.33252242433084234
2023-08-04,29074.091796875,29302.078125,28885.3359375,29174.3828125,12036639988,0.38645729297245224,0.333618597268361
2023-08-05,29042.126953125,29102.46484375,28957.796875,29075.388671875,6598366353,0.384874580878727,0.3351965629432593
2023-08-06,29041.85546875,29160.822265625,28963.833984375,29043.701171875,7269806994,0.3843679631218246,0.3327470048848144
2023-08-07,29180.578125,29244.28125,28724.140625,29038.513671875,13618163710,0.38428502569811074,0.33225097289095373
2023-08-08,29765.4921875,30176.796875,29113.814453125,29180.01953125,17570561357,0.38654741247728586,0.33168149631103333
2023-08-09,29561.494140625,30093.435546875,29376.80078125,29766.6953125,18379521213,0.39592714796685896,0.3396258460491559
2023-08-10,29429.591796875,29688.564453125,29354.447265625,29563.97265625,11865344789,0.3926860308896937,0.3341934135694618
2023-08-11,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197,0.39046258348076374,0.3340300992900856
2023-08-12,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008,0.3900610426932879,0.3330149277370224
2023-08-13,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180,0.3903297462064872,0.3222861163751949
2023-08-14,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304,0.3881980733036923,0.3331082947915797
2023-08-15,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779,0.3901931305330128,0.33935514404381895
2023-08-16,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904,0.3863724195094801,0.3442401145835467
2023-08-17,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211,0.37886973653378525,0.3453973352105836
2023-08-18,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529,0.3458750372843689,0.3447854531256167
2023-08-19,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812,0.3364701957373162,0.34422693702601387
2023-08-20,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420,0.3372540730518823,0.3478699071550515
2023-08-21,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893,0.3387222465649667,0.35505451761645834
2023-08-22,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706,0.3377958517798321,0.3537692685868512
2023-08-23,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785,0.3363525657391498,0.34472356232222784
2023-08-24,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023,0.34260456735393147,0.344955387410199
2023-08-25,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118,0.3383223607787924,0.34496844006197325
2023-08-26,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316,0.33646064044678287,0.3397628052134664
2023-08-27,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611,0.33583723580558467,0.3404180295966693
2023-08-28,26106.150390625,26198.578125,25880.599609375,26089.615234375,11002805166,0.33713822296077606,0.33905490182657183
2023-08-29,27727.392578125,28089.337890625,25912.62890625,26102.486328125,29368391712,0.33734400519807806,0.3413941681001684
2023-08-30,27297.265625,27760.16015625,27069.20703125,27726.083984375,16343655235,0.36330198240427597,0.35209056641763786
2023-08-31,25931.47265625,27456.078125,25752.9296875,27301.9296875,20181001451,0.35652063018452573,0.35028149386288043
2023-09-01,25800.724609375,26125.869140625,25362.609375,25934.021484375,17202862221,0.33465059987239626,0.3511721343746143
2023-09-02,25868.798828125,25970.28515625,25753.09375,25800.91015625,10100387473,0.33252242433084234,0.36731039555655254
2023-09-03,25969.56640625,26087.1484375,25817.03125,25869.47265625,8962524523,0.333618597268361,0.35981929758996833
2023-09-04,25812.416015625,26081.525390625,25657.025390625,25968.169921875,10680635106,0.3351965629432593,0.35855340895294496
2023-09-05,25779.982421875,25858.375,25589.98828125,25814.95703125,11094740040,0.3327470048848144,0.36446210709020044
2023-09-06,25753.236328125,25953.015625,25404.359375,25783.931640625,12752705327,0.33225097289095373,0.3582823946832115
2023-09-07,26240.1953125,26409.302734375,25608.201171875,25748.3125,11088307100,0.33168149631103333,0.366830476405552
2023-09-08,25905.654296875,26414.005859375,25677.48046875,26245.208984375,10817356400,0.3396258460491559,0.3672285198317869
2023-09-09,25895.677734375,25921.9765625,25810.494140625,25905.42578125,5481314132,0.3341934135694618,0.3666336873828696
2023-09-10,25832.2265625,25978.130859375,25640.26171875,25895.2109375,7899553047,0.3340300992900856,0.36111350860775543
2023-09-11,25162.654296875,25883.947265625,24930.296875,25831.71484375,14600006467,0.3330149277370224,0.35796188650663074
2023-09-12,25833.34375,26451.939453125,25133.078125,25160.658203125,18657279324,0.3222861163751949,0.34966761328577584
2023-09-13,26228.32421875,26376.11328125,25781.123046875,25837.5546875,13072077070,0.3331082947915797,0.34774244082839495
2023-09-14,26539.673828125,26774.623046875,26171.451171875,26228.27734375,13811359124,0.33935514404381895,0.3495542613098417
2023-09-15,26608.693359375,26840.498046875,26240.701171875,26533.818359375,11479735788,0.3442401145835467,0.34942329762194424
2023-09-16,26568.28125,26754.76953125,26473.890625,26606.19921875,7402031417,0.3453973352105836,0.3542934980557169
2023-09-17,26534.1875,26617.998046875,26445.07421875,26567.927734375,6774210670,0.3447854531256167,0.37602859892211327
2023-09-18,26754.28125,27414.734375,26415.515625,26532.994140625,15615339655,0.34422693702601387,0.374292846047657
2023-09-19,27211.1171875,27488.763671875,26681.60546875,26760.8515625,13807690550,0.3478699071550515,0.37299598078249957
2023-09-20,27132.0078125,27379.505859375,26864.08203125,27210.228515625,13281116604,0.35505451761645834,0.37939749459033156
2023-09-21,26567.6328125,27152.939453125,26389.30078125,27129.83984375,13371443708,0.3537692685868512,0.3945951217306542
2023-09-22,26579.568359375,26726.078125,26495.533203125,26564.056640625,10578746709,0.34472356232222784,0.39835665865104775
2023-09-23,26579.390625,26634.185546875,26520.51953125,26578.556640625,7404700301,0.344955387410199,0.4019064803106056
2023-09-24,26256.826171875,26716.05859375,26221.05078125,26579.373046875,8192867686,0.34496844006197325,0.44885696242185263
2023-09-25,26298.48046875,26421.5078125,26011.46875,26253.775390625,11997833257,0.3397628052134664,0.4622666573070618
2023-09-26,26217.25,26389.884765625,26090.712890625,26294.7578125,9985498161,0.3404180295966693,0.4716714988541146
2023-09-27,26352.716796875,26817.841796875,26111.46484375,26209.498046875,11718380997,0.33905490182657183,0.4661110691982899
2023-09-28,27021.546875,27259.5,26327.322265625,26355.8125,14079002707,0.3413941681001684,0.46213363267414737
2023-09-29,26911.720703125,27225.9375,26721.763671875,27024.841796875,10396435377,0.35209056641763786,0.4650378164674753
2023-09-30,26967.916015625,27091.794921875,26888.96875,26911.689453125,5331172801,0.35028149386288043,0.472110417689853
2023-10-01,27983.75,28047.23828125,26965.09375,26967.396484375,9503917434,0.3511721343746143,0.47160417465022636
2023-10-02,27530.78515625,28494.458984375,27347.787109375,27976.798828125,19793041322,0.36731039555655254,0.4741174034191203
2023-10-03,27429.978515625,27667.19140625,27216.001953125,27508.251953125,11407814187,0.35981929758996833,0.48665681743124806
2023-10-04,27799.39453125,27826.658203125,27248.10546875,27429.07421875,11143355314,0.35855340895294496,0.47867715058987986
2023-10-05,27415.912109375,28091.861328125,27375.6015625,27798.646484375,11877253670,0.36446210709020044,0.47538126233756633
2023-10-06,27946.59765625,28252.537109375,27215.552734375,27412.123046875,13492391599,0.3582823946832115,0.4810359958411378
2023-10-07,27968.83984375,28028.091796875,27870.423828125,27946.78125,6553044316,0.366830476405552,0.480312978857452
2023-10-08,27935.08984375,28102.169921875,27740.662109375,27971.677734375,7916875290,0.3672285198317869,0.48036100512163565
2023-10-09,27583.677734375,27989.470703125,27302.5625,27934.47265625,12007668568,0.3666336873828696,0.4863034590401542
2023-10-10,27391.01953125,27715.84765625,27301.654296875,27589.201171875,9973350678,0.36111350860775543,0.48972737569503805
2023-10-11,26873.3203125,27474.115234375,26561.099609375,27392.076171875,13648094333,0.35796188650663074,0.506812360074324
2023-10-12,26756.798828125,26921.439453125,26558.3203125,26873.29296875,9392909295,0.34966761328577584,0.5165301529995618
2023-10-13,26862.375,27092.697265625,26686.322265625,26752.87890625,15165312851,0.34774244082839495,0.5137150270121194
2023-10-14,26861.70703125,26969.0,26814.5859375,26866.203125,5388116782,0.3495542613098417,0.5126967952679703
2023-10-15,27159.65234375,27289.169921875,26817.89453125,26858.01171875,7098201980,0.34942329762194424,0.5034475238432603
2023-10-16,28519.466796875,29448.138671875,27130.47265625,27162.62890625,27833876539,0.3542934980557169,0.48836009480846704
2023-10-17,28415.748046875,28618.751953125,28110.185546875,28522.09765625,14872527508,0.37602859892211327,0.5256418407311684
2023-10-18,28328.341796875,28889.009765625,28174.251953125,28413.53125,12724128586,0.374292846047657,0.49822003048699753
2023-10-19,28719.806640625,28892.474609375,28177.98828125,28332.416015625,14448058195,0.37299598078249957,0.5055832249567701
2023-10-20,29682.94921875,30104.0859375,28601.669921875,28732.8125,21536125230,0.37939749459033156,0.5049500152135215
2023-10-21,29918.412109375,30287.482421875,29481.751953125,29683.380859375,11541146996,0.3945951217306542,0.5175534434269344
2023-10-22,29993.896484375,30199.43359375,29720.3125,29918.654296875,10446520040,0.39835665865104775,0.5190736714149174
2023-10-23,33086.234375,34370.4375,30097.828125,30140.685546875,38363572311,0.4019064803106056,0.49169264290093123
2023-10-24,33901.52734375,35150.43359375,32880.76171875,33077.3046875,44934999645,0.44885696242185263,0.5182946341984973
2023-10-25,34502.8203125,35133.7578125,33709.109375,33916.04296875,25254318008,0.4622666573070618,0.5163102564115375
2023-10-26,34156.6484375,34832.91015625,33762.32421875,34504.2890625,19427195376,0.4716714988541146,0.5231066910016393
2023-10-27,33909.80078125,34238.2109375,33416.88671875,34156.5,16418032871,0.4661110691982899,0.5243124062894546
2023-10-28,34089.57421875,34399.390625,33874.8046875,33907.72265625,10160330825,0.46213363267414737,0.51883435198143
2023-10-29,34538.48046875,34743.26171875,33947.56640625,34089.37109375,11160323986,0.4650378164674753,0.5155376518416854
2023-10-30,34502.36328125,34843.93359375,34110.97265625,34531.7421875,17184860315,0.472110417689853,0.5247804906198273
2023-10-31,34667.78125,34719.25390625,34083.30859375,34500.078125,15758270810,0.47160417465022636,0.5253402557770163
2023-11-01,35437.25390625,35527.9296875,34170.69140625,34657.2734375,22446272005,0.4741174034191203,0.5230522320908875
2023-11-02,34938.2421875,35919.84375,34401.57421875,35441.578125,20998158544,0.48665681743124806,0.538580828265074
2023-11-03,34732.32421875,34942.47265625,34133.44140625,34942.47265625,17158456701,0.47867715058987986,0.5510982588636874
2023-11-04,35082.1953125,35256.03125,34616.69140625,34736.32421875,9561294264,0.47538126233756633,0.5591948999479893
2023-11-05,35049.35546875,35340.33984375,34594.2421875,35090.01171875,12412743996,0.4810359958411378,0.5912928695299396
2023-11-06,35037.37109375,35286.02734375,34765.36328125,35044.7890625,12693436420,0.480312978857452,0.6247677377418738
2023-11-07,35443.5625,35892.41796875,34545.81640625,35047.79296875,18834737789,0.48036100512163565,0.6197972379839412
2023-11-08,35655.27734375,35994.41796875,35147.80078125,35419.4765625,17295394918,0.4863034590401542,0.612187042376527
2023-11-09,36693.125,37926.2578125,35592.1015625,35633.6328125,37762672382,0.48972737569503805,0.6263664689991402
2023-11-10,37313.96875,37493.80078125,36362.75390625,36702.25,22711265155,0.506812360074324,0.6191457295470568
2023-11-11,37138.05078125,37407.09375,36773.66796875,37310.0703125,13924272142,0.5165301529995618,0.6201631494037749
2023-11-12,37054.51953125,37227.69140625,36779.1171875,37133.9921875,11545715999,0.5137150270121194,0.5793413869235662
2023-11-13,36502.35546875,37405.1171875,36399.60546875,37070.3046875,19057712790,0.5126967952679703,0.5830143032082294
2023-11-14,35537.640625,36753.3515625,34948.5,36491.7890625,23857403554,0.5034475238432603,0.6056499745941687
2023-11-15,37880.58203125,37964.89453125,35383.78125,35548.11328125,27365821679,0.48836009480846704,0.6079520501781406
2023-11-16,36154.76953125,37934.625,35545.47265625,37879.98046875,26007385366,0.5256418407311684,0.5905170798632432
2023-11-17,36596.68359375,36704.484375,35901.234375,36164.82421875,22445028430,0.49822003048699753,0.5952873556901318
2023-11-18,36585.703125,36839.28125,36233.3125,36625.37109375,11886022717,0.5055832249567701,0.5810915664131413
2023-11-19,37386.546875,37509.35546875,36414.59765625,36585.765625,12915986553,0.5049500152135215,0.6017689028627901
2023-11-20,37476.95703125,37756.8203125,36882.53125,37374.07421875,20888209068,0.5175534434269344,0.5956901143087541
2023-11-21,35813.8125,37631.140625,35813.8125,37469.16015625,25172163756,0.5190736714149174,0.6178625726889062
2023-11-22,37432.33984375,37856.98046875,35670.97265625,35756.5546875,24397247860,0.49169264290093123,0.6213937209375526
2023-11-23,37289.62109375,37643.91796875,36923.86328125,37420.43359375,14214948217,0.5182946341984973,0.6236833683985433
2023-11-24,37720.28125,38415.33984375,37261.60546875,37296.31640625,22922957823,0.5163102564115375,0.6191454797355396
2023-11-25,37796.79296875,37892.4296875,37617.41796875,37721.4140625,9099571165,0.5231066910016393,0.6076694508992965
2023-11-26,37479.12109375,37820.30078125,37162.75,37796.828125,13744796068,0.5243124062894546,0.6170907175536058
2023-11-27,37254.16796875,37559.35546875,36750.12890625,37454.19140625,19002925720,0.51883435198143,0.5998016996176385
2023-11-28,37831.0859375,38368.48046875,36891.08984375,37247.9921875,21696137014,0.5155376518416854,0.6149859306153508
2023-11-29,37858.4921875,38366.11328125,37612.6328125,37826.10546875,20728546658,0.5247804906198273,0.601339351958947
2023-11-30,37712.74609375,38141.75390625,37531.140625,37861.1171875,18115982627,0.5253402557770163,0.5929794095355055
2023-12-01,38688.75,38954.109375,37629.359375,37718.0078125,23512784002,0.5230522320908875,0.5939441816149715
2023-12-02,39476.33203125,39678.9375,38652.59375,38689.27734375,15534035612,0.538580828265074,0.5959928234147336
2023-12-03,39978.390625,40135.60546875,39298.1640625,39472.20703125,15769696322,0.5510982588636874,0.6264803205981088
2023-12-04,41980.09765625,42371.75,39978.62890625,39978.62890625,39856129827,0.5591948999479893,0.6388623533543941
2023-12-05,44080.6484375,44408.6640625,41421.1484375,41986.265625,36312154535,0.5912928695299396,0.6051951927270874
2023-12-06,43746.4453125,44265.76953125,43478.08203125,44080.0234375,29909761586,0.6247677377418738,0.6265736876526661
2023-12-07,43292.6640625,44042.58984375,42880.6484375,43769.1328125,27635760671,0.6197972379839412,0.6263494193630905
2023-12-08,44166.6015625,44705.515625,43125.296875,43293.13671875,24421116687,0.612187042376527,0.6234637840749155
2023-12-09,43725.984375,44361.2578125,43627.59765625,44180.01953125,17368210171,0.6263664689991402,0.6226682592983594
2023-12-10,43779.69921875,44034.625,43593.28515625,43728.3828125,13000481418,0.6191457295470568,0.6712545384507389
2023-12-11,41243.83203125,43808.375,40234.578125,43792.01953125,40632672038,0.6201631494037749,0.6574073611460154
2023-12-12,41450.22265625,42048.3046875,40667.5625,41238.734375,24779520132,0.5793413869235662,0.6659534756026578
2023-12-13,42890.7421875,43429.78125,40676.8671875,41468.46484375,26797884674,0.5830143032082294,0.6611366099278095
2023-12-14,43023.97265625,43390.859375,41767.08984375,42884.26171875,25578530178,0.6056499745941687,0.6042939352258722
2023-12-15,41929.7578125,43087.82421875,41692.96875,43028.25,19639442462,0.6079520501781406,0.6049784812359076
2023-12-16,42240.1171875,42664.9453125,41723.11328125,41937.7421875,14386729590,0.5905170798632432,0.5869569534786004
2023-12-17,41364.6640625,42359.49609375,41274.54296875,42236.109375,16678702876,0.5952873556901318,0.5994958054148145
2023-12-18,42623.5390625,42720.296875,40530.2578125,41348.203125,25224642008,0.5810915664131413,0.6096124224272786
2023-12-19,42270.52734375,43354.296875,41826.3359375,42641.51171875,23171001281,0.6017689028627901,0.6033804994131928
2023-12-20,43652.25,44275.5859375,42223.81640625,42261.30078125,27868908174,0.5956901143087541,0.5799765327060733
2023-12-21,43869.15234375,44240.66796875,43330.05078125,43648.125,22452766169,0.6178625726889062,0.5855104198881944
2023-12-22,43997.90234375,44367.95703125,43441.96875,43868.98828125,21028503216,0.6213937209375526,0.586260229157101
